建设单位,项目名称,建设位置,规划验收证照名称,规划验收发文号,验收日期
北京宝成置业有限责任公司,朝阳区宝成雅园定向安置房项目（1#住宅楼（地上部分）等2项）,朝阳区朝阳路87号院,2019规自（朝）建字0024号,,办结
北京佳源投资经营有限责任公司,豆各庄3、4号地通惠灌渠西侧地块东城区旧城保护定向安置房项目（2-5#住宅楼等18项）,朝阳区豆各庄乡,2019规自（朝）建字0023号,,办结
北京城建兴瑞置业开发有限公司,东城区望坛棚户区改造项目道路工程琉璃井路,由东城区永定门外大街旧路到东城区安乐林中街,2019规自（东）选市政字0003号,,办结
贾亦虹,翻建住房（3）等2项,西城区后小井胡同9号,2019规自（西）建字0052号,,办结
北京兴城顺通投资有限公司,大兴区首创团河定向安置房市政项目规划横一路、规划横二路、规划横三路、规划纵一路道路工程（大兴区首创团河定向安置房市政项目（规划横三路）道路工程）,由大兴区东环路到规划纵一路,2019规自（大）建市政字0053号,,办结
北京金开连泰房地产开发有限公司,北京市朝阳区崔各庄乡2909-0604地块F1住宅混合公建用地项目（10#养老楼）,朝阳区崔各庄乡,2019规自（朝）建字0022号,,办结
北京汇瀛恒业有限公司,瀛海镇集体经营性建设用地入市试点（一期）规划一路（瀛达路~瀛坤路）道路工程,大兴区瀛海镇,2019规自（大）乡条字0001号,,办结
北京汇瀛恒业有限公司,大兴区瀛海镇集体建设用地试点（一期）瀛祥路（瀛亨街~瀛元街）道路工程,大兴区瀛海镇,2019规自（大）乡条字0004号,,办结
北京启迪茂华科技产业发展有限公司,房山区河北镇棚户区改造土地开发项目胜景路道路工程,由房山区河北镇半壁店村长裕北环路到房山区河北镇半壁店村房东路,2019规自（房）条市政字0015号,,办结
北京启迪茂华科技产业发展有限公司,房山区河北镇棚户区改造土地开发项目半壁店村路道路工程,由房山区河北镇半壁店村长裕北环路到房山区河北镇半壁店村胜景路,2019规自（房）条市政字0014号,,办结
北京亦庄公交有轨电车有限责任公司,亦庄新城现代有轨电车T1线临时车场项目（检修库等5项）,亦庄开发区路南区N42地块,2019规（开）建字0028号,,办结
北京汇瀛恒业有限公司,大兴区瀛海镇集体经营性建设用地入市试点（一期）规划二路道路规划条件,大兴区瀛海镇,2019规自（大）乡条字0006号,,办结
北京市门头沟区城市管理委员会,门头沟区黑山大街二期（增产路—门头沟路）道路工程（门头沟区黑山大街二期（增产路—门头沟路）道路工程）,由门头沟区龙泉镇增产路到门头沟区龙泉镇门头沟路,2019规自（门）建市政字0012号,,办结
北京市房山区水务局,良乡污水处理厂（一期）提标改扩建工程,房山区良乡镇南刘庄村,2019规自（房）条字0001号,,办结
北京市东城区人民政府东四街道办事处,东四六条社区服务用房改扩建工程（东四六条社区服务用房改扩建工程）,东城区流水巷38号,2019规自（东）建字0018号,,办结
北京费森尤斯卡比医药有限公司,北京费森尤斯卡比医药有限公司新建自动立体库项目（自动立体库等2项）,大兴区生物医药基地华佗路57号,2019规自（大）建字0021号,,办结
北京德海尔科技有限公司,北京德海尔科技有限公司新建科研楼及厂房项目（厂房及附属用房）,昌平区,2019规自（昌）建字0023号,,办结
北京首开亿信置业股份有限公司,分钟寺桥西北侧地区回迁安置房项目道路工程,由丰台区方庄东路方庄东路至方庄东五号路到朝阳区方庄东五号路,2019规自选市政字0008号,,办结
吴玉英,翻建住房（5）,西城区西四北头条9号,2019规自（西）建字0051号,,办结
吴玉春,翻建住房（4）,西城区西四北头条9号,2019规自（西）建字0050号,,办结
北京财懋房地产开发有限公司,顺义区赵全营镇镇中心区E1-01、E2-01、E3-01等地块居住、商业（配建限价商品房）（原板桥一期）项目（24#住宅楼等22项）,顺义区赵全营,2019规自（顺）建字0046号,,办结
北京星湖投资开发公司,通州区台湖镇惠民路（京渠路-生态公园西路）道路工程（通州区台湖镇惠民路（京渠路-生态公园西路）道路工程）,由通州区台湖镇到通州区台湖镇,2019规自（通）建市政字0040号,,办结
北京星湖投资开发公司,通州区台湖镇站前街次石路（次渠中路-站前街次渠路）道路工程（通州区台湖镇站前街次石路（次渠中路-站前街次渠路）道路工程）,由通州区台湖镇到通州区台湖镇,2019规自（通）建市政字0045号,,办结
北京星湖投资开发公司,通州区台湖镇崔家窑南街（京渠路-生态公园西路）道路工程（通州区台湖镇崔家窑南街（京渠路-生态公园西路）道路工程）,由通州区台湖镇到通州区台湖镇,2019规自（通）建市政字0043号,,办结
北京星湖投资开发公司,通州区台湖镇站前街次渠路（站前街次西路-次渠中二路）道路工程（通州区台湖镇站前街次渠路（站前街次西路-次渠中二路）道路工程）,由通州区台湖镇到通州区台湖镇,2019规自（通）建市政字0041号,,办结
北京星湖投资开发公司,通州区台湖镇次渠中二路（IV-4街区，站前街-站前街次渠路）道路工程（通州区台湖镇次渠中二路（IV-4街区，站前街-站前街次渠路）道路工程）,由通州区台湖镇到通州区台湖镇,2019规自（通）建市政字0044号,,办结
北京星湖投资开发公司,通州区台湖镇站前街南五街（Ⅳ-1街区，东石东南斜街-站前街次渠路）道路工程（通州区台湖镇站前街南五街（Ⅳ-1街区，东石东南斜街-站前街次渠路）道路工程）,由通州区台湖镇到通州区台湖镇,2019规自（通）建市政字0042号,,办结
北京星湖投资开发公司,通州区台湖镇次渠中二路（IV-1街区，站前街次渠路-站前街）道路工程（通州区台湖镇次渠中二路（IV-1街区，站前街次渠路-站前街）道路工程）,由通州区台湖镇到通州区台湖镇,2019规自（通）建市政字0046号,,办结
北京星湖投资开发公司,通州区台湖镇次渠东南路项目（通州区台湖镇次渠东南路项目）,由通州区台湖镇到通州区台湖镇,2019规自（通）建市政字0047号,,办结
北京金安兴业房地产开发有限公司,石景山区古城南街东侧1612-820地块R2二类居住用地项目（地下车库及设备配套）,石景山区古城南街东侧,2019规自（石）建字0029号,,办结
北京万越辉置业有限公司,石景山区五里坨建设组团二 1601-053地块F3其他类多功能用地（11#商业）,石景山区隆恩寺路,2019规自（石）建字0032号,,办结
北京市丰台区教育委员会,北京十一学校中堂实验学校（教学行政楼等4项）,丰台区卢沟桥乡,2019规自（丰）建字0020号,,办结
北京金安兴业房地产开发有限公司,石景山区古城南街东侧1612-820地块R2二类居住用地项目（1#楼等7项）,石景山区古城南街东侧,2019规自（石）建字0028号,,办结
北京市昌平房地产开发有限责任公司,昌平区百善镇中心区西部地块土地一级开发项目B地块,昌平区百善镇,2019规自（昌）条整字0002号,,办结
赵丽英,翻建住房（瓦4）,西城区三井胡同12号,2019规自（西）建字0049号,,办结
北京生物医药产业基地发展有限公司,大兴生物医药产业基地罗奇营定向安置房项目（216#住宅楼等7项）,大兴区罗奇营路30号,2019规自（大）建字0020号,,办结
北京市平谷区人民法院,平谷区王辛庄人民法庭及平谷区人民法院执行局业务用房和档案库房新建工程（法庭等2项）,平谷区王辛庄镇,2019规自（平）建字0006号,,办结
北京恒盛宏大道路投资有限公司,南苑镇南三号路（槐房西路-太平街南延）道路工程（丰台区南苑镇南三号路（槐房西路-太平街南延）道路工程）,由丰台区槐房西路到丰台区太平街南延,2019规自（丰）建市政字0029号,,办结
北京汽车集团有限公司,北京汽车集团有限公司越野车冲压车间技术改造项目（冲压车间等29项）,顺义区赵全营,2018规土（顺）建字0066号,,办结
北京市土地整理储备中心朝阳分中心,F3其他类多功能用地,朝阳区常营,2019规自（朝）条供字0004号,,办结
魏素珍,翻改建住房（瓦）,西城区后小井胡同1号,2019规自（西）建字0047号,,办结
北京奔驰汽车有限公司,动力电池工厂建设项目（动力电池装配联合厂房等3项）,亦庄开发区N13M1地块,2019规（开）建字0027号,,办结
王志刚,翻改建住房（灰3）,西城区西福寿里11号,2019规自（西）建字0048号,,办结
中建新牧（北京）置业发展有限公司,北安河五街道路工程,由海淀区苏家坨镇北安河西路到海淀区苏家坨镇北安河东三路,2019规自（海）建市政字0087号,,办结
北京海融达投资建设有限公司,阜成路北二街（阜成路-增光路）道路工程（阜成路北二街道路工程）,由海淀区阜成路到海淀区增光路,2019规自（海）建市政字0089号,,办结
北京宇盛宏利房地产开发有限公司,通州区永顺镇杨富店北苑国际项目（1#商品房等11项）,通州区永顺镇杨富店村,2019规自（通）建字0044号,,办结
北京新特电气有限公司,特种变压器生产基地和研发中心项目（围墙）,北京经济技术开发区路南区N2M1地块,2019规（开）建字0026号,,办结
中铁建设集团北京容晟房地产有限公司,北京市房山区青龙湖镇中心区01-0010、01-0021地块R2二类居住用地、01-0015地块B4综合性商业金融服务业用地项目（2#商业楼等4项）,房山区青龙湖镇中心区,2019规自（房）建字0028号,,办结
中铁建设集团北京容晟房地产有限公司,北京市房山区青龙湖镇中心区01-0010、01-0021地块R2二类居住用地、01-0015地块B4综合性商业金融服务业用地项目（1#住宅楼等9项）,房山区青龙湖镇中心区,2019规自（房）建字0030号,,办结
中铁建设集团北京容晟房地产有限公司,房山区青龙湖镇中心区01-0010、01-0021地块R2二类居住用地、01-0015地块B4综合性商业金融服务业用地项目（1#商业）,房山区青龙湖镇中心区,2019规自（房）建字0029号,,办结
中建新牧（北京）置业发展有限公司,海淀区苏家坨镇北安河东区定向安置房项目（31地块1#住宅楼等30项）,海淀区苏家坨镇北安河村,2019规自（海）建字0031号,,办结
