建设单位,项目名称,建设位置,规划验收证照名称,规划验收发文号,验收日期
北京武夷房地产开发有限公司,武夷花园南区东地块项目CG3#、CG4#、CG5#配电室,通州区通胡大街68号,2019规自（通）竣字0005号,2019分监字0020,办结
中共北京市房山区委党校,房山区委党校学员宿舍楼和报告厅项目,房山区长阳镇广阳大街15号,,2019分监字0019,正常移交
北京市密云区溪翁庄镇走马庄村经济合作社,北京市密云区溪翁庄镇走马庄村休闲农家乐建设工程项目1#游客接待中心等5项,密云区溪翁庄镇走马庄村,2019规自（密）验字0001号,2019分监字0018,办结
北京中关村永丰产业基地发展有限公司,中关村永丰产业基地II-22地块中关村壹号一期项目（A1#科研及辅助配套用房等6项）,海淀区永丰产业基地II-22地块,,2019分监字0017,正常移交
北京中关村永丰产业基地发展有限公司,中关村永丰产业基地II-22地块中关村壹号一期项目（B1#科研用房等6项）,海淀区永丰产业基地II-22地块,,2019分监字0016,正常移交
北京经济管理职业学院,A座教学综合楼等2项（北京经济管理职业学院教学综合楼）,朝阳区花家地街12号,2019规自（朝）竣字0007号,2019分监字0015,办结
北京市昌平区中西结合医院,住院楼,昌平区回龙观镇黄平路219号,2019规自（昌）验字0001号,2019分监字0013,办结
北京京投灜德置业有限公司,C9-01#幼儿园、C9-02#门房及电缆分界室、C9-03#疏散出入口,门头沟区潭柘寺镇,2019规自（门）竣字0002号,2019分监字0008,办结
北京市平谷区人民政府办公室,附属用房（仓储及档案存放用房）,平谷区府前街7号,2019规自（平）竣字0001号,2019分监字0005,办结
北京实业开发总公司,1号酒店等4项（建国路37号常驻酒店）,朝阳区建国路37号,2019规自（朝）竣字0001号,2019分监字0004,办结
"北京柏基置业有限公司
北京市朝阳区王四营农工商总公司",北区地下车库I段（柏阳景园项目）,朝阳区王四营乡道口村,2019规自（朝）竣字0006号,2019分监字0003,办结
北京鹏睿房地产开发有限公司,关于北京市丰台区长辛店镇东河沿村回迁房项目31#、33#、37#公共服务设施部分功能用房名称更正的申请,丰台区长辛店镇东河沿村,2019规自（丰）复函字0021号,2019分复字0114,办结
北京润谷置业有限公司,平谷区夏各庄镇PG11-0100-6103等地块R2二类居住用地项目规证图纸备案申请,平谷区夏各庄镇,2019规自（平）复函字0003号,2019分复字0113,办结
北京悦恒置业有限公司,关于北京市丰台区南苑乡槐房村和新宫村1404-657等地块二类居住及基础教育用地（配建“公共租赁住房”）项目部分图纸备案申请,丰台区南苑乡槐房村、新宫村,2019规自（丰）复函字0019号,2019分复字0112,办结
北京悦恒置业有限公司,关于北京市丰台区南苑乡槐房村和新宫村1404-657等地块二类居住及基础教育用地（配建“公共租赁住房”）项目部分图纸备案申请,丰台区南苑乡槐房村、新宫村,2019规自（丰）复函字0018号,2019分复字0111,办结
北京悦恒置业有限公司,关于北京市丰台区南苑乡槐房村和新宫村1404-657等地块二类居住及基础教育用地（配建“公共租赁住房”）项目部分图纸备案申请,丰台区南苑乡槐房村、新宫村,2019规自（丰）复函字0017号,2019分复字0110,办结
北京悦恒置业有限公司,关于北京市丰台区南苑乡槐房村和新宫村1404-657等地块二类居住及基础教育用地（配建“公共租赁住房”）项目部分图纸备案申请,丰台区南苑乡槐房村、新宫村,2019规自（丰）复函字0020号,2019分复字0109,办结
北京悦恒置业有限公司,关于北京市丰台区南苑乡槐房村和新宫村1404-657等地块二类居住及基础教育用地（配建“公共租赁住房”）项目部分图纸备案申请,丰台区南苑乡槐房村、新宫村,2019规自（丰）复函字0016号,2019分复字0108,办结
北京亦庄移动硅谷有限公司,关于移动硅谷创新中心项目外立面和内部布局调整的申请,亦庄开发区G9地块,2019规（开）复函字0027号,2019分复字0107,办结
北京鎏庄房地产开发有限公司,关于丰台区南苑乡石榴庄村0517-624地块建筑方案调整办理规划意见复函的申请,丰台区南苑乡石榴庄村,2019规自（丰）复函字0015号,2019分复字0106,办结
北京房地钧洋房地产开发有限公司,通州区西集镇西集村TZ07-0103-0019、0029地块R2二类居住用地、TZ07-0103-0020地块B1商业用地项目,通州区西集镇,,2019分复字0105,正常移交
"北京金田万通科技有限公司
北京金田恒业经贸有限公司
北京金田恒业印刷有限公司",吉林万通药业北京片剂类、胶囊类、口服液类药物生产基地项目局部调整,亦庄开发区74#地块,,2019分复字0104,正常移交
北京亦庄投资控股有限公司,关于核心区28C3地块A座写字楼1-3层局部调整,亦庄开发区28C3地块,2019规（开）复函字0025号,2019分复字0103,办结
北京草桥实业总公司,关于草桥公建项目施工图备案办理规划意见复函的申请,丰台区花乡草桥村,2019规自（丰）复函字0014号,2019分复字0102,办结
北京中铁诺德房地产开发有限公司,关于丰台区花乡白盆窑村BPY-L010、BPY-L013地块R2二类居住用地、A33基础教育用地项目（1#住宅楼等19项）规划许可图纸修改完善的申请,丰台区花乡白盆窑村,2019规自（丰）复函字0013号,2019分复字0101,办结
北京经济技术开发区基建办公室,核心区8#街区北京二中亦庄学校扩建工程地下车库局部调整的申请,亦庄开发区核心区8#街区,2019规（开）复函字0024号,2019分复字0100,办结
北京住总通成房地产开发有限责任公司,通州区台湖镇YZ00-0405-0099、YZ00-0405-0104地块R2二类居住用地项目,通州区台湖镇,,2019分复字0099,正常移交
北京奔驰汽车有限公司,关于增建MRA生产配套辅助用房项目整车售后质量及索赔检测中心局部调整的申请,亦庄开发区X72M1地块,2019规（开）复函字0023号,2019分复字0098,办结
北京禹茂房地产开发有限公司,关于通州区永顺镇TZ-0104-6002地块F1住宅混合公建用地、TZ-0104-6001地块A33基础教育用地项目规划设计方案复函的请示,通州区永顺镇,2019规自（通）复函字0034号,2019分复字0097,办结
北京北汽李尔汽车系统有限公司,关于汽车座椅及电子电器生产基地二期项目新建二期车间局部调整的申请,亦庄开发区N5M3地块,2019规（开）复函字0022号,2019分复字0095,办结
北京光辉华兴投资管理有限公司,工业厂房及附属设施项目,通州区光机电一体化产业基地,,2019分复字0093,正常移交
北京市通州区永乐店镇大务村经济合作社,通州区永乐店镇养老照料中心建设工程,通州区永乐店镇,,2019分复字0092,正常移交
丽达通讯设施（北京）有限公司,申请函,怀柔区怀北镇西庄村307号,2019规自（怀）复函字0010号,2019分复字0091,办结
北京兴昌高科技发展有限公司,关于城南街道化庄村棚户区改造和环境整治项目办理规划意见复函的申请,昌平区城南街道化庄村,2019规自（昌）复函字0005号,2019分复字0090,办结
北京恒亿盛世酒业有限公司,关于大健康产业园项目设计方案复函的申请,通州区漷县镇,2019规自（通）复函字0030号,2019分复字0089,办结
北京恒亿盛世酒业有限公司,大健康产业园,通州区漷县镇,,2019分复字0089,正常移交
北京通智房地产开发有限公司,关于办理北京市通州区TZ09-0100-6016地块、TZ09-0100-6019地块R2二类居住用地，TZ09-0100-6018地块A33基础教育用地项目设计规划意见复函的申请,通州区台湖镇,2019规自（通）复函字0027号,2019分复字0088,办结
北京通智房地产开发有限公司,通州区台湖镇TZ09-0100-6016地块、6019地块R2二类居住用地、TZ09-0100-6018地块A33基础教育用地项目,通州区台湖镇,,2019分复字0088,正常移交
北京市宏利康生物技术有限公司,关于北京市宏利康生物技术有限公司办公大楼等6项（库房）二期方案规划意见复函的申请,通州区永乐店镇,2019规自（通）复函字0031号,2019分复字0087,办结
中国邮政集团公司北京市分公司,北京邮件综合处理中心四期工程,通州区台湖镇,,2019分复字0086,正常移交
北京京粮置业有限公司,关于丰台区南苑植物油厂保障性住房项目办理规划意见复函的申请,丰台区南苑乡,2019规自（丰）复函字0012号,2019分复字0085,办结
北京嘉通信瑞科技有限公司,关于北京嘉通信瑞科技有限公司智能制造机器人工业自动化生产及研发基地项目办理规划方案复函的请示,通州区中关村科技园区通州园金桥科技产业基地景盛北一街12号,2019规自（通）复函字0028号,2019分复字0084,办结
北京城市副中心投资建设集团有限公司,关于申请办理北京市通州区潞城镇棚户区改造B-11地块土地开发项目规划意见复函的请示,通州区潞城镇,2019规自（通）复函字0026号,2019分复字0083,办结
北京城市副中心投资建设集团有限公司,关于申请办理北京市通州区潞城镇棚户区改造B-09地块土地开发项目规划意见复函的请示,通州区潞城镇,2019规自（通）复函字0025号,2019分复字0082,办结
北京城市副中心投资建设集团有限公司,关于申请办理北京市通州区潞城镇棚户区改造B-06地块土地开发项目规划意见复函的请示,通州区潞城镇,2019规自（通）复函字0024号,2019分复字0081,办结
北京首开新奥置业有限公司,关于通州区通州新城0204街区TZ00-0024-0006、0007地块R2二类居住用地项目规划意见复函的申请,通州区宋庄镇疃里村,2019规自（通）复函字0023号,2019分复字0080,办结
北京佳捷帝源企业管理咨询有限公司,核心区D-C3地块经开汽车广场配套会所扩建项目局部调整的申请,亦庄开发区核心区D-C3地块,2019规（开）复函字0021号,2019分复字0079,办结
北京市汇通盛华投资管理有限公司,北京市朝阳区王四营乡智能信息服务创业园规划意见复函的申请,朝阳区王四营乡官庄村,2019规自（朝）复函字0002号,2019分复字0078,办结
北京市通州区煤炭公司,北京市通州区煤炭公司关于源创科技研发楼项目方案复函的申请,通州区永顺镇,2019规自（通）复函字0021号,2019分复字0077,办结
北京京东世纪贸易有限公司,京东总部大楼内局部功能明确,亦庄开发区E16地块,,2019分复字0076,正常移交
北京房地天锐鑫洋房地产开发有限公司,北京市通州区西集镇TZ07-0103-L001地块A61机构养老设施用地项目,通州区西集镇,,2019分复字0075,正常移交
北京新兴联华房地产开发有限公司,申请,怀柔区怀柔区九渡河镇石湖峪村,2019规自（怀）复函字0009号,2019分复字0074,办结
北京华兴长泰物联网技术研究院有限责任公司,路东区A13M3地块1#厂房等4项局部调整的申请,亦庄开发区路东区A13M3地块,2019规（开）复函字0020号,2019分复字0073,办结
北京万平立通房地产开发有限公司,北京市通州区台湖镇YZ00-0405-0094等地块R2二类居住用地、YZ00-0405-0097地块A33基础教育用地项目,通州区台湖镇,,2019分复字0072,正常移交
北京城市副中心投资建设集团有限公司,关于申请办理通州区潞城镇棚户区改造B-08地块土地开发项目规划意见复函的请示,通州区潞城镇,2019规自（通）复函字0020号,2019分复字0071,办结
北京城市副中心投资建设集团有限公司,关于申请办理通州区潞城镇棚户区改造B-10地块土地开发项目规划意见复函的请示,通州区潞城镇,2019规自（通）复函字0019号,2019分复字0070,办结
北京城市副中心投资建设集团有限公司,关于申请办理通州区潞城镇棚户区改造B-05地块土地开发项目规划意见复函的请示,通州区潞城镇,2019规自（通）复函字0018号,2019分复字0069,办结
北京城市副中心投资建设集团有限公司,关于申请办理通州区潞城镇棚户区改造B-07地块土地开发项目规划意见复函的请示,通州区潞城镇,2019规自（通）复函字0017号,2019分复字0068,办结
北京城市副中心投资建设集团有限公司,关于申请办理北京市通州区潞城镇棚户区改造B-13地块土地开发项目的规划意见复函,通州区潞城镇,2019规自（通）复函字0016号,2019分复字0067,办结
北京城市副中心投资建设集团有限公司,关于申请办理通州区潞城镇棚户区改造B-14地块土地开发项目的规划意见复函的请示,通州区潞城镇,2019规自（通）复函字0015号,2019分复字0066,办结
北京远腾置业有限公司,关于变更昌平区北七家镇（未来科技城南区）CP07-0600-0047、0048、0060、0061地块F2公建混合住宅用地项目（配建人才公共租赁住房）项目建设工程规划许可证的申请,昌平区北七家镇,2019规自（昌）复函字0003号,2019分复字0065,办结
北京远腾置业有限公司,关于变更昌平区北七家镇（未来科技城南区）CP07-0600-0047、0048、0060、0061地块F2公建混合住宅用地项目（配建人才公共租赁住房）项目建设工程规划许可证的申请,昌平区北七家镇,2019规自（昌）复函字0004号,2019分复字0064,办结
北京经济技术开发区基建办公室,北京经济技术开发区战勤保障消防站工程设计方案,亦庄开发区核心区72U2号地块,2019规（开）复函字0018号,2019分复字0063,办结
北京航化节能环保技术有限公司,公司总部及研发制造基地项目（局部调整）,亦庄开发区X54F1地块,,2019分复字0062,正常移交
北京中海兴良房地产开发有限公司,房山区西潞街道FS00-LX06-0136、0137地块F2公建混合住宅用地,房山区西潞街道,,2019分复字0061,正常移交
北京中海兴良房地产开发有限公司,关于13#住宅楼等5项【2018规土（房）建字0014号】建设工程规划许可证变更的申请,房山区西潞街道,2019规自（房）复函字0007号,2019分复字0060,办结
北京奔驰汽车有限公司,关于戴姆勒中国研发中心及停车楼项目增设机动车出入口的申请,亦庄开发区X72M1地块,2019规（开）复函字0016号,2019分复字0059,办结
北京远腾置业有限公司,昌平区北七家镇（未来科技城南区）CP07-0600-0047、0048、0060、0061地块F2公建混合住宅用地项目（配建人才公共租赁住房）项目,昌平区北七家镇,,2019分复字0058,正常移交
北京尊宝成置业有限公司,关于北京尊宝成广泽中心项目内部平面调整办理规划意见复函的申请,丰台区丰台区西三环南路59号,2019规自（丰）复函字0011号,2019分复字0057,办结
北京新兴联华房地产开发有限公司,申请,怀柔区怀柔区九渡河镇石湖峪村,2019规自（怀）复函字0008号,2019分复字0056,办结
北京博大新元房地产开发有限公司,路东区E8R2开发区产业配套人才公租房项目8#商业楼立面变更,亦庄开发区E8R2地块,,2019分复字0055,正常移交
北京市通州区教育委员会,玉桥小学改扩建工程,通州区玉桥东路1号,,2019分复字0054,正常移交
北京经济技术开发区基建办公室,北京经济技术开发区南部新区特勤消防站,亦庄开发区开发区N20地块,2019规（开）复函字0015号,2019分复字0053,办结
北京市土地整理储备中心通州区分中心,北京通州文化旅游区A4地块土地一级开发项目规划意见复函,通州区梨园镇 、台湖镇,2019规自（通）复函字0012号,2019分复字0052,办结
北京市土地整理储备中心通州区分中心,北京通州文化旅游区A1地块土地一级开发项目规划意见复函的申请,通州区梨园镇、台湖镇,2019规自（通）复函字0013号,2019分复字0051,办结
北京市土地整理储备中心通州区分中心,北京通州文化旅游区A2地块土地一级开发项目规划意见复函的申请,通州区梨园镇,2019规自（通）复函字0011号,2019分复字0050,办结
北京宇盛宏利房地产开发有限公司,通州北苑国际项目办理规划意见复函的申请,通州区永顺镇杨富店村,2019规自（通）复函字0010号,2019分复字0049,办结
北京远腾置业有限公司,关于变更昌平区北七家镇（未来科技城南区）CP07-0600-0047、0048、0060、0061地块F2公建混合住宅用地项目（配建“人才公共租赁住房”）项目建设工程规划许可证的申请,昌平区昌平区北七家镇,2019规自（昌）复函字0001号,2019分复字0048,办结
北京华正房地产开发有限公司,C1#住宅楼等8项（房山区拱辰街道梅花庄村08-05-02、08-06-02等地块二类居住，商业金融用地（配建公共租赁住房）项目）,房山区拱辰街道梅花庄村,,2019分复字0047,正常移交
瓦里安医疗设备（中国）有限公司,核心区51#街区M111地块项目用地内新建测试间局部调整的申请,亦庄开发区核心区51#街区M111地块,2019规（开）复函字0012号,2019分复字0046,办结
北京中寰工程项目管理有限公司,北京中寰工程项目申请增加N10F1地块南侧雨水接口的说明,亦庄开发区N10F1地块,2019规（开）复函字0013号,2019分复字0045,办结
北京京悦北方水产科技有限公司,国际青年创业园项目一期,,,2019分复字0044,正常移交
北京运通博远房地产开发有限公司,关于宾仕国际A区项目1#办公楼等八项外立面及平面局部调整的请示,亦庄开发区核心区26C1、26C2地块,2019规（开）复函字0011号,2019分复字0043,办结
国奥（北京）文化产业投资有限责任公司,关于办理怀柔新城08街区安置房项目规划意见复函的申请,怀柔区杨宋镇杨宋庄村,2019规自（怀）复函字0007号,2019分复字0042,办结
央军委机关事务管理总局工程代建管理办公室,关于丰台63号院安置住房项目规划意见复函的申请,丰台区丰台区西四环南路36号,2019规自（丰）复函字0009号,2019分复字0041,办结
北京南悦房地产开发有限公司,关于丰台区城乡一体化槐房村新宫村旧村改造二期NY-016等地块B4综合性商业金融服务业用地、F3其他类多功能用地、R2二类居住用地项目办理规划意见复函的申请,丰台区南苑乡,2019规自（丰）复函字0010号,2019分复字0040,办结
北京悦恒置业有限公司,关于丰台区南苑乡槐房村和新宫村1404-657等地块二类居住及基础教育用地（配件“公共租赁住房”）项目办理规划意见复函的申请,丰台区南苑乡槐房、新宫村,2019规自（丰）复函字0008号,2019分复字0039,办结
中共北京市丰台区委党校,关于学员餐厅改扩建项目规划意见复函的申请,丰台区北京市丰台区程庄路67号,2019规自（丰）复函字0005号,2019分复字0038,办结
北京丰合联物资供销有限公司,丰台区长辛店杜家坎南路20号商业中心项目调整使用功能的申请,丰台区丰台区长辛店镇杜家坎南路20号,2019规自（丰）复函字0007号,2019分复字0037,办结
北京燕房新城投资有限公司,关于对房山区城关中心区棚户区改造土地开发项目五期上市地块（YF09-0097、0123、0122等地块）一级规划条件用地面积变更的申请,房山区城关镇北市、南关村,2019规自（房）复函字0005号,2019分复字0036,办结
丽达通讯设施（北京）有限公司,关于办公楼及接待用房改造扩建及附属工程许可调整的申请,怀柔区怀北镇西庄村307号,2019规自（怀）复函字0006号,2019分复字0035,办结
北京城谷恒泰房地产开发有限公司,关于平谷区府前街旧城棚户区改造项目（一期）规划意见复函延期的申请,平谷区府前街,2019规自（平）复函字0002号,2019分复字0034,办结
北京市金石庄源投资管理公司,关于申报S-31办公、酒店、商业综合楼等7项工程规划意见复函的申请,丰台区丰台区南苑乡石榴庄,2019规自（丰）复函字0006号,2019分复字0033,办结
国奥（北京）文化产业投资有限责任公司,关于出具怀柔新城08街区安置房项目规划设计方案审查意见的复函说明申请,怀柔区杨宋镇杨宋庄村,2019规自（怀）复函字0005号,2019分复字0032,办结
北京九城软件有限公司/北京九城进出口电子商务软件有限公司,九城项目1-3#研发实验楼等14项局部调整,亦庄开发区开发区路东区F2F1、F2F2、F2M1地块,2019规（开）复函字0010号,2019分复字0031,办结
北京洺润置业有限公司,丰台区卢沟桥乡小瓦窑村XWY-12等地块绿隔产业、住宅混合公建及基础教育用地项目,丰台区丰台区卢沟桥乡小瓦窑村,,2019分复字0030,正常移交
森特士兴集团股份有限公司,关于总部营销中心、研发中心项目、项目管理信息系统平台建设项目、设计中心项目研发生产楼局部调整的申请,亦庄开发区80M10-1地块,2019规（开）复函字0007号,2019分复字0029,办结
北京银地房地产开发有限责任公司,关于怀柔区庙城镇庙城村棚户区改造土地开发项目（1#住宅楼等12项）建设工程规划许可证附件及附图变更的请示,怀柔区庙城镇庙城村,2019规自（怀）复函字0004号,2019分复字0028,办结
北京市怀柔区卫生和计划生育委员会,关于申请怀柔区中医医院迁建工程规划调整的函,怀柔区青春路1号,2019规自（怀）复函字0003号,2019分复字0027,办结
经纬纺织机械股份有限公司,关于新能源汽车电池电机电控产业化项目经纬股份研发楼局部调整的申请,亦庄开发区45#街区M109-4-1地块,2019规（开）复函字0004号,2019分复字0026,办结
北京经纬纺机新技术有限公司,关于纺织生产控制系统产业化项目新技术研发楼局部调整的申请,亦庄开发区45#街区M109-4-2地块,2019规（开）复函字0005号,2019分复字0025,办结
中国家用电器研究院,屋顶增建新产品检测室局部调整的申请,亦庄开发区X4C2地块,2019规（开）复函字0006号,2019分复字0024,办结
北京亦庄数字显示产业管理有限公司,北京数字电视产业园配套服务中心项目二期方案局部调整,亦庄开发区路东区E2F1地块,2019规（开）复函字0009号,2019分复字0023,办结
北京市怀柔区卫生和计划生育委员会,关于调整区中医医院迁建工程规证附图的函,怀柔区北京市怀柔区青春路1号,2019规自（怀）复函字0002号,2019分复字0022,办结
北京博大新元房地产开发有限公司,开发区X84R3地块自住型商品房项目建筑设计图变更,亦庄开发区X84R3地块,,2019分复字0020,正常移交
北京洺润置业有限公司,关于丰台区卢沟桥乡小瓦窑村XWY-12等地块绿隔产业、住宅混合公建及基础教育用地项目规划设计方案审查意见的请示,丰台区卢沟桥乡小瓦窑村,2019规自（丰）复函字0002号,2019分复字0019,办结
北京嘉德制药有限公司,北京市嘉德制药有限公司科研楼建设项目规划条件（自有用地）复函的申请,通州区云景东路68号,2019规自（通）复函字0009号,2019分复字0018,办结
北京北方华创微电子装备有限公司,关于微电子装备扩产项目新增出入口的申请,亦庄开发区开发区54M1地块,2019规（开）复函字0008号,2019分复字0017,办结
北京云海腾飞铸造有限责任公司,汇禧润福艺术家养老公寓项目,通州区宋庄镇,,2019分复字0016,正常移交
交通银行股份有限公司北京市分行,关于开发区隆庆街3号营业楼外立面局部调整的申请,亦庄开发区隆庆街3号,2019规（开）复函字0002号,2019分复字0015,办结
北京京城置地有限公司,关于申报丰台区卢沟桥南里4、5、6号地棚改安置房及公共配套设施项目规划意见复函变更的申请,丰台区丰台区晓月中路4、5号地块,2019规自（丰）复函字0001号,2019分复字0014,办结
北京大学第一医院,关于重新申请城南院区工程项目设计方案审查意见的请示,大兴区黄村镇,2019规自（大）复函字0002号,2019分复字0013,办结
北京京燕饭店有限公司,北京京燕饭店有限公司关于办理京燕饭店业务综合楼（中国铁建电气化局京燕饭店业务综合楼）规划意见复函的申请,石景山区石景山路29号,2019规自（石）复函字0001号,2019分复字0012,办结
北京金海鸿业房地产开发有限公司,关于北京金海鸿业房地产开发有限公司办理建设工程设计方案审定的请示,通州区西集镇,2019规自（通）复函字0006号,2019分复字0011,办结
北京市丰台区人民法院,北京市丰台区人民法院关于商请办理丰台区王佐人民法庭规划设计方案审查意见的函,丰台区王佐镇怪村,2019规自（丰）复函字0003号,2019分复字0010,办结
北京京城恭和家园养老服务有限公司,通州半壁店医养结合试点及幼儿园项目,,,2019分复字0009,正常移交
北京首开龙湖盈泰置业有限公司 ,关于办理房山区长阳镇FS00-LX10-0042等地块综合性商业金融服务业及公交场站设施用地项目建设工程规划许可证附图变更的申请,房山区长阳镇,2019规自（房）复函字0004号,2019分复字0008,办结
北京首开龙湖盈泰置业有限公司,关于办理房山区长阳镇FS00-LX10-0042等地块综合性商业金融服务业及公交场站设施用地项目建设工程规划许可证附图变更的申请,房山区长阳镇,2019规自（房）复函字0003号,2019分复字0007,办结
北京首开龙湖盈泰置业有限公司 ,关于办理房山区长阳镇FS00-LX10-0042等地块综合性商业金融服务业及公交场站设施用地项目建设工程规划许可证附图变更的申请,房山区长阳镇,2019规自（房）复函字0002号,2019分复字0006,办结
北京首开龙湖盈泰置业有限公司,关于办理房山区长阳镇FS00-LX10-0042等地块综合性商业金融服务业及公交场站设施用地项目建设工程规划许可证附图变更的申请,房山区长阳镇,2019规自（房）复函字0001号,2019分复字0005,办结
北京腾泰亿远置业有限公司,关于办理平谷区金海湖乡韩庄村E-003-02、E-004-01地块R2二类居住用地项目规划意见复函的申请,平谷区金海湖镇韩庄村,2019规自（平）复函字0001号,2019分复字0004,办结
北京恒泰致远房地产开发有限公司,关于通州区台湖镇北神树村B-30地块R2二类居住用地项目设计方案复函的申请,通州区台湖镇北神树村,2019规自（通）复函字0003号,2019分复字0003,办结
北京神州腾耀通信技术有限公司,关于实验楼空间改造项目A栋测试中心局部调整的申请,亦庄开发区北京经济技术开发区康定街甲18号，77M3地块,2019规自（开）复函字0002号,2019分复字0002,办结
北京亦庄公交有轨电车有限责任公司,亦庄新城现代有轨电车T1线临时车场雨污水接口事宜,亦庄开发区路南区N42地块,,2019分复市政字0009,正常移交
北京建工国通建设工程有限责任公司,关于办理通州文化旅游区日新路（云瑞南街-万盛南街）综合管廊工程规划条件复函的申请,通州区文化旅游区,2019规自（通）复函市政字0002号,2019分复市政字0007,办结
北京燕东微电子科技有限公司,关于8英寸集成电路研发产业化及封测平台建设项目天然气接口调整的申请,亦庄开发区路东区B15M1地块,2019规（开）复函市政字0002号,2019分复市政字0006,办结
北京市交通委员会延庆公路分局,小大路改建工程,延庆区延庆区康庄镇,,2019分复市政字0005,正常移交
北京亦庄盛元投资开发有限公司,关于A18地块商务综合体项目雨污水接口调整的申请,亦庄开发区A18地块,2019规（开）复函市政字0001号,2019分复市政字0003,办结
北京华纺京轻房地产开发有限公司,朝阳区石佛营东里129号院棚改定向安置房项目,朝阳区石佛营东路,2019规自（朝）地字0002号,2019分地字0014,办结
北京通州国际种业科技有限公司,通州国际种业科技园区研发中心项目,通州区于家务回族乡,2019规自（通）地字0007号,2019分地字0013,办结
中建新牧（北京）置业发展有限公司,海淀区苏家坨镇北安河东区定向安置房项目,海淀区苏家坨镇北安河,2019规自（海）地字0004号,2019分地字0012,办结
北京基金小镇胜泉湖有限公司,房山区长沟镇中心区FS12-0100-6022、6023等地块（北京基金小镇核心区一期）F3其他类多功能用地项目,房山区长沟镇,2019规自（房）地字0001号,2019分地字0011,办结
北京中海全盛房地产开发有限公司,朝阳区崔各庄乡马泉营村29-L02等地块R2二类居住用地、A33基础教育用地、A8社区综合服务设施用地建设工程项目,朝阳区崔各庄乡,2019规自（朝）地字0001号,2019分地字0010,办结
中建新牧（北京）置业发展有限公司,海淀区苏家坨镇北安河西区定向安置房项目,海淀区苏家坨镇北安河村,2019规自（海）地字0003号,2019分地字0009,办结
北京博大新元房地产开发有限公司,北京经济技术开发区河西区X90R1、X90S1地块共有产权住房项目,亦庄开发区X90R1,2019规（开）地否字0002号,2019分地字0008,办结
北京博大新元房地产开发有限公司,北京经济技术开发区河西区X90S1地块共有产权住房项目,亦庄开发区X90S1地块,2019规（开）地否字0001号,2019分地字0007,办结
北京市大兴区供销合作社,大兴区黄村镇兴政街32号商业金融项目,大兴区兴政街,2019规自（大）地字0002号,2019分地字0006,办结
北京金隅地产开发集团有限公司,顺义区后沙峪镇后沙峪村SY-0019-076、079地块二类居住、医院用地（配建“限价商品房”）项目,,2019规自（顺）地字0002号,2019分地字0005,办结
北京市东城区教育委员会,青少年科技馆,东城区安定门外33,2019规自（东）地字0001号,2019分地字0004,办结
呷哺呷哺餐饮管理有限公司,呷哺呷哺研发、中试中心项目,大兴区黄村镇,2019规自（大）地字0001号,2019分地字0003,办结
北京精图科工贸集团,丰台区西三环南路16号项目,丰台区西三环南路16,,2019分地字0002,正常移交
中国铁路北京局集团有限公司丰台站工程项目管理部,北京铁路枢纽丰台站改建工程（站房）,丰台区花乡造甲村,2019规自（丰）地临字0002号,2019分地临字0004,办结
京沈铁路客运专线京冀有限公司,京沈铁路客运专线北京段顺义制梁场（分场）临时建设用地项目,顺义区京承高速火沙路收费站东侧至后沙峪镇火沙路南侧,2019规自（顺）地临字0001号,2019分地临字0003,办结
京张城际铁路有限公司,京张城际铁路工程电力迁改临时建设用地,海淀区西二期北路北侧龙域西二路东西两侧,,2019分地临字0002,正常移交
中国铁路北京局集团有限公司,北京铁路枢纽丰台站改建工程,丰台区丰台车辆段，丰台西站,2019规自（丰）地临字0001号,2019分地临字0001,办结
北京城市铁路投资发展有限公司,,通州区,2019规自地临字0001号,2019地临字0001,办结
中国科学院地质与地球物理研究所,北京怀柔综合性国家科学中心协同创新交叉研究平台—深部资源探测技术装备研发平台,密云区西田各庄镇,2019规自选字0004号,2018选字0026,办结
中国科学院大气物理研究所,北京怀柔综合性国家科学中心协同创新交叉研究平台—京津冀大气环境与物理化学前沿交叉研究平台,密云区西田各庄镇,2019规自选字0003号,2018选字0025,办结
中国科学院青藏高原研究所,泛第三极环境综合探测平台,密云区西田各庄镇,2019规自选字0002号,2018选字0024,办结
中国科学院生态环境研究中心,环境污染物识别与控制协同平台,密云区西田各庄镇,2019规自选字0001号,2018选字0023,办结
国网北京市电力公司,首体110千伏输变电工程（变电站）,海淀区中关村南大街56号,2019规自选市政字0001号,2018选市政字0091,办结
国网北京市电力公司,邓庄220千伏输变电工程,昌平区旧县,2019规自选市政否字0002号,2018选市政字0090,办结
国网北京市电力公司,四家庄220千伏输变电工程,昌平区马池口镇,2019规自选市政否字0001号,2018选市政字0089,办结
中国铁路北京局集团有限公司北京工程项目管理部,双桥货场改造工程 ,朝阳区官庄乡咸宁侯村,2019规自条否字0001号,2018条字0039,办结
北京化工大学,,由朝阳区健安东路朝阳区健安东路到朝阳区樱花园东街,2019规自条市政字0020号,2018条市政字0373,办结
中协宾馆 ,中协宾馆10kV外电源,由海淀区民族大学南路民族大学南路经广源闸路到海淀区丰华苑东街,2019规自条市政字0024号,2018条市政字0372,办结
国网北京市电力公司,南清35千伏线路入地（化工大学）工程,由昌平区南口镇东一路昌平区南口镇东一路-化工东路经昌平区到昌平区南口镇化工东路,2019规自条市政字0021号,2018条市政字0369,办结
